Cod_Nodo,Cod_Reporta_a_nodo,unidad,reporta_a,Cod_nodo2,EstructuraPrincipal,Gastos,RecursosHumanos,Jurisdiccion,Subjurisdiccion
A235,A391,Dirección de Cooperación Internacional y Proyectos Especiales,Dirección Nacional de Coordinación de Señales y Plan Estratégico Audiovisual,A235,1,0,0,,
A236,A23,Dirección de Coordinación Administrativa,Agrupación Seguridad e Inteligencia,A236,1,0,0,,
A237,A642,Dirección de Coordinación de Ciberdefensa,Subsecretaría de Ciberdefensa,A237,1,0,0,,
A238,A705,Dirección de Coordinación Operativa de Medios Aéreos y Movilidad,Subsecretaría de Planificación General,A238,1,0,0,,
A239,A557,Dirección de Coordinación Técnica y Administrativa,Procuración del Tesoro de la Nación,A239,1,0,0,,
A240,A584,"Dirección de Derechos Humanos, Género y Derecho Internacional Humanitario",Secretaría de Estrategia y Asuntos Militares,A240,1,0,0,,
A241,A364,Dirección de Desarrollo de Recursos Humanos y Capacitación,Dirección General de Recursos Humanos,A241,1,0,0,,
A242,A395,Dirección de Desarrollo de Sistemas de la Información,Dirección Nacional de Estadística Criminal,A242,1,0,0,,
A243,A364,Dirección de Desarrollo del Personal,Dirección General de Recursos Humanos,A243,1,0,0,,
A244,A345,Dirección de Dictámenes,Dirección General de Asuntos Jurídicos,A244,1,0,0,,
A245,A345,Dirección de Dictámenes y Asesoramiento Legal,Dirección General de Asuntos Jurídicos,A245,1,0,0,,
A246,A489,Dirección de Entidades Civiles,Inspección General de Justicia,A246,1,0,0,,
A247,A375,Dirección de Equipamiento Federal,Dirección Nacional de Articulación Federal,A247,1,0,0,,
A248,A353,Dirección de Estudios Regulatorios e Instrumentación,Dirección General de Coordinación e Información de Gestión,A248,1,0,0,,
A249,A638,Dirección de Evaluación de la Documentación,Subsecretaría de Asuntos Presidenciales,A249,1,0,0,,
A250,A413,Dirección de Evaluación Técnica del Terrorismo y su Financiamiento,Dirección Nacional de Lucha contra el Crimen Organizado Transnacional,A250,1,0,0,,
A251,A419,Dirección de Fiscalización de Operaciones y Despliegue,Dirección Nacional de Operaciones y Despliegue Territorial,A251,1,0,0,,
A252,A428,Dirección de Fiscalización de Precursores Químicos,Dirección Nacional de Precursores Químicos,A252,1,0,0,,
A253,A399,Dirección de Formación y Entrenamiento,Dirección Nacional de Formación y Desarrollo Profesional,A253,1,0,0,,
A254,A384,Dirección de Fortalecimiento para el Acompañamiento a las Víctimas,Dirección Nacional de Atención Integral a las Víctimas y Acceso a la Justicia,A254,1,0,0,,
A255,A568,Dirección de Fotografía,Secretaría de Comunicación y Medios,A255,1,0,0,,
A256,A591,Dirección de Gestión Administrativa para la Ciencia y la Producción,"Secretaría de Investigación, Política Industrial y Producción para la Defensa",A256,1,0,0,,
A257,A344,Dirección de Gestión de Adquisiciones,Dirección General de Administración para la Logística,A257,1,0,0,,
A258,A376,Dirección de Gestión de Casos de Violencia Institucional,Dirección Nacional de Asistencia a Personas Víctimas de Violencia Institucional y Discriminación,A258,1,0,0,,
A259,A48,Dirección de Gestión de Medios Aéreos,Casa Militar,A259,1,0,0,,
A260,A382,Dirección de Gestión de Políticas Reparatorias,Dirección Nacional de Asuntos Jurídicos Nacionales de Derechos Humanos,A260,1,0,0,,
A261,A364,Dirección de Gestión del Personal,Dirección General de Recursos Humanos,A261,1,0,0,,
A262,A669,Dirección de Gestión Documental,Subsecretaría de Gestión Administrativa,A262,1,0,0,,
A263,A669,Dirección de Gestión Documental y Despacho,Subsecretaría de Gestión Administrativa,A263,1,0,0,,
A264,A368,Dirección de Gestión Informática,Dirección General de Tecnología Informática y Telecomunicaciones,A264,1,0,0,,
A265,A345,Dirección de Gestión Judicial,Dirección General de Asuntos Jurídicos,A265,1,0,0,,
A266,A342,Dirección de Gestión Presupuestaria y Contable,Dirección General de Administración,A266,1,0,0,,
A267,A362,Dirección de Gestión y Control Presupuestario Jurisdiccional,Dirección General de Presupuesto,A267,1,0,0,,
A268,A448,Dirección de Información de Antecedentes,Dirección Nacional del Registro Nacional de Reincidencia,A268,1,0,0,,
A269,A396,Dirección de Información Estratégica,Dirección Nacional de Estudios de la Gestión Gubernamental,A269,1,0,0,,
A270,A425,Dirección de Información Pública y Enlace,Dirección Nacional de Planificación y Seguimiento,A270,1,0,0,,
A271,A669,Dirección de Informática,Subsecretaría de Gestión Administrativa,A271,1,0,0,,
A272,A399,Dirección de Ingreso y Carrera,Dirección Nacional de Formación y Desarrollo Profesional,A272,1,0,0,,
A273,A391,Dirección de Innovación y Nuevas Tecnologías,Dirección Nacional de Coordinación de Señales y Plan Estratégico Audiovisual,A273,1,0,0,,
A274,A443,Dirección de Innovación y Nuevas Tecnologías,Dirección Nacional de Vocería y Comunicación Directa,A274,1,0,0,,
A275,A371,Dirección de Interpretación Normativa y Procedimiento Recursivo,Dirección General del Registro de la Propiedad Inmueble de la Capital Federal,A275,1,0,0,,
A276,A407,Dirección de Investigación de Delitos Económicos,Dirección Nacional de Investigaciones de Delitos Federales,A276,1,0,0,,
A277,A542,Dirección de Investigaciones,Oficina Anticorrupción,A277,1,0,0,,
A278,A3,Dirección de la Residencia Presidencial de Chapadmalal,Administración de Servicios Generales,A278,1,0,0,,
A279,A704,Dirección de Logística Operativa en Emergencias,Subsecretaría de Planeamiento y Coordinación Ejecutiva en Emergencias,A279,1,0,0,,
A280,A639,Dirección de los Registros Nacionales de Sociedades y del Registro Nacional de Concursos y Quiebras,Subsecretaría de Asuntos Registrales,A280,1,0,0,,
A281,A413,Dirección de Lucha contra Delitos Transfronterizos,Dirección Nacional de Lucha contra el Crimen Organizado Transnacional,A281,1,0,0,,
A282,A418,Dirección de Normativa y Legislación,Dirección Nacional de Normativa y Relaciones con los Poderes Judiciales y los Ministerios Públicos,A282,1,0,0,,
A283,A624,Dirección de Obra Social del Servicio Penitenciario Federal,Servicio Penitenciario Federal,A283,1,0,0,,
A284,A373,Dirección de Operaciones de Protección Civil,Dirección Nacional de Apoyo Federal a Emergencias,A284,1,0,0,,
A285,A638,Dirección de Organización de Audiencias,Subsecretaría de Asuntos Presidenciales,A285,1,0,0,,
A286,A438,Dirección de Participación Ciudadana,Dirección Nacional de Seguridad Ciudadana,A286,1,0,0,,
A287,A423,Dirección de Patrimonio,"Dirección Nacional de Planificación Estratégica, Patrimonio e Infraestructura Edilicia",A287,1,0,0,,
A288,A353,Dirección de Planeamiento,Dirección General de Coordinación e Información de Gestión,A288,1,0,0,,
A289,A420,Dirección de Planeamiento de Compras,Dirección Nacional de Planeamiento Operativo para la Defensa,A289,1,0,0,,
A290,A704,Dirección de Planeamiento de la Asistencia Militar a la Protección Civil,Subsecretaría de Planeamiento y Coordinación Ejecutiva en Emergencias,A290,1,0,0,,
A291,A432,Dirección de Planificación de Medios,Dirección Nacional de Publicidad Oficial,A291,1,0,0,,
A292,A542,Dirección de Planificación de Políticas de Transparencia,Oficina Anticorrupción,A292,1,0,0,,
A293,A432,Dirección de Planificación Digital,Dirección Nacional de Publicidad Oficial,A293,1,0,0,,
A294,A358,Dirección de Planificación y Mantenimiento Aeronáutico,Dirección General de Logística,A294,1,0,0,,
A295,A422,Dirección de Política Industrial y Producción para la Defensa,Dirección Nacional de Planes y Programas para la Industria y Producción de la Defensa,A295,1,0,0,,
A296,A364,"Dirección de Política, Capacitación y Desarrollo de Carrera",Dirección General de Recursos Humanos,A296,1,0,0,,
A297,A342,Dirección de Presupuesto,Dirección General de Administración,A297,1,0,0,,
A298,A373,Dirección de Prevención y Reducción del Riesgo de Desastres,Dirección Nacional de Apoyo Federal a Emergencias,A298,1,0,0,,
A299,A388,Dirección de Producción Audiovisual,Dirección Nacional de Contenidos Audiovisuales e Imagen Institucional de Gobierno,A299,1,0,0,,
A300,A539,Dirección de Producción Museográfica y Contenidos,"Museo de Sitio ESMA - Ex Centro Clandestino de Detención, Tortura y Exterminio",A300,1,0,0,,
A301,A746,Dirección de Producción y Difusión de Actos de Gobierno,Subsecretaría de Vocería y Comunicación de Gobierno,A301,1,0,0,,
A302,A342,Dirección de Programación y Control Presupuestario,Dirección General de Administración,A302,1,0,0,,
A303,A342,"Dirección de Programación, Control Presupuestario y Evaluación del Gasto Jurisdiccional",Dirección General de Administración,A303,1,0,0,,
A304,A423,Dirección de Programas Culturales y Museo Casa Rosada,"Dirección Nacional de Planificación Estratégica, Patrimonio e Infraestructura Edilicia",A304,1,0,0,,
A305,A669,Dirección de Programas y Proyectos Sectoriales y Especiales,Subsecretaría de Gestión Administrativa,A305,1,0,0,,
A306,A724,Dirección de Promoción de Políticas Específicas de Igualdad y No Discriminación,Subsecretaría de Promoción de Derechos Humanos,A306,1,0,0,,
A307,A384,Dirección de Promoción para el Acceso a la Justicia,Dirección Nacional de Atención Integral a las Víctimas y Acceso a la Justicia,A307,1,0,0,,
A308,A382,Dirección de Protección a la Familia en Materia de Derechos Humanos,Dirección Nacional de Asuntos Jurídicos Nacionales de Derechos Humanos,A308,1,0,0,,
A309,A638,Dirección de Protocolo,Subsecretaría de Asuntos Presidenciales,A309,1,0,0,,
A310,A342,Dirección de Proyectos de Inversiones,Dirección General de Administración,A310,1,0,0,,
A311,A746,Dirección de Realización Audiovisual de la Presidencia de la Nación,Subsecretaría de Vocería y Comunicación de Gobierno,A311,1,0,0,,
A312,A388,Dirección de Redacción,Dirección Nacional de Contenidos Audiovisuales e Imagen Institucional de Gobierno,A312,1,0,0,,
A313,A371,Dirección de Registraciones y Publicidad,Dirección General del Registro de la Propiedad Inmueble de la Capital Federal,A313,1,0,0,,
A314,A448,Dirección de Registro Nominativo y Dactiloscópico,Dirección Nacional del Registro Nacional de Reincidencia,A314,1,0,0,,
A315,A681,Dirección de Relaciones con la Comunidad,Subsecretaría de Gestión Institucional,A315,1,0,0,,
A316,A539,Dirección de Relaciones Institucionales,"Museo de Sitio ESMA - Ex Centro Clandestino de Detención, Tortura y Exterminio",A316,1,0,0,,
A317,A788,Dirección de Relaciones Institucionales,Unidad Gabinete de Asesores,A317,1,0,0,,
A318,A378,Dirección de Relaciones Institucionales e Internacional,Dirección Nacional de Asuntos Estratégicos,A318,1,0,0,,
A319,A375,Dirección de Relaciones Institucionales y Control de Gestión,Dirección Nacional de Articulación Federal,A319,1,0,0,,
A320,A395,Dirección de Relevamiento y Análisis de la Información,Dirección Nacional de Estadística Criminal,A320,1,0,0,,
A321,A391,Dirección de Seguimiento de Medios Públicos,Dirección Nacional de Coordinación de Señales y Plan Estratégico Audiovisual,A321,1,0,0,,
A322,A606,Dirección de Seguridad en Eventos Deportivos,Secretaría de Seguridad,A322,1,0,0,,
A323,A368,Dirección de Seguridad Informática,Dirección General de Tecnología Informática y Telecomunicaciones,A323,1,0,0,,
A324,A438,Dirección de Seguridad Municipal,Dirección Nacional de Seguridad Ciudadana,A324,1,0,0,,
A325,A342,Dirección de Servicios Generales,Dirección General de Administración,A325,1,0,0,,
A326,A342,Dirección de Servicios Generales y Patrimonio,Dirección General de Administración,A326,1,0,0,,
A327,A369,Dirección de Sistemas,Dirección General de Tecnologías de la Información y las Telecomunicaciones,A327,1,0,0,,
A328,A26,Dirección de Sitios y Espacios de Memoria,Archivo Nacional de la Memoria,A328,1,0,0,,
A329,A489,Dirección de Sociedades Comerciales,Inspección General de Justicia,A329,1,0,0,,
A330,A669,Dirección de Sumarios,Subsecretaría de Gestión Administrativa,A330,1,0,0,,
A331,A420,Dirección de Supervisión Logística Operativa,Dirección Nacional de Planeamiento Operativo para la Defensa,A331,1,0,0,,
A332,A432,Dirección de Supervisión Operativa,Dirección Nacional de Publicidad Oficial,A332,1,0,0,,
A333,A369,Dirección de Tecnología y Seguridad,Dirección General de Tecnologías de la Información y las Telecomunicaciones,A333,1,0,0,,
A334,A788,Dirección de Transparencia Institucional,Unidad Gabinete de Asesores,A334,1,0,0,,
A335,A389,"Dirección de Vigilancia, Control en Fronteras, Hidrovías y Centros de Monitoreo",Dirección Nacional de Control de Fronteras e Hidrovías,A335,1,0,0,,
A336,A724,Dirección del Centro Cultural 'Haroldo Conti',Subsecretaría de Promoción de Derechos Humanos,A336,1,0,0,,
A337,A376,Dirección del Centro de Asistencia a Víctimas de Violaciones de Derechos Humanos 'Dr. Fernando Ulloa',Dirección Nacional de Asistencia a Personas Víctimas de Violencia Institucional y Discriminación,A337,1,0,0,,
A338,A639,Dirección del Registro Nacional de Datos Genéticos Vinculados a Delitos contra la Integridad Sexual,Subsecretaría de Asuntos Registrales,A338,1,0,0,,
A339,A428,Dirección del Registro Nacional de Precursores Químicos,Dirección Nacional de Precursores Químicos,A339,1,0,0,,
A340,A642,Dirección del Sistema de Ciberdefensa,Subsecretaría de Ciberdefensa,A340,1,0,0,,
A341,A746,Dirección General de Actividades Presidenciales,Subsecretaría de Vocería y Comunicación de Gobierno,A341,1,0,0,,
A342,A647,Dirección General de Administración,Subsecretaría de Coordinación Administrativa,A342,1,0,0,,
A343,A669,Dirección General de Administración,Subsecretaría de Gestión Administrativa,A343,1,0,0,,
A344,A703,Dirección General de Administración para la Logística,Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,A344,1,0,0,,
A345,A647,Dirección General de Asuntos Jurídicos,Subsecretaría de Coordinación Administrativa,A345,1,0,0,,
A346,A669,Dirección General de Asuntos Jurídicos,Subsecretaría de Gestión Administrativa,A346,1,0,0,,
A347,A747,Dirección General de Asuntos Jurídicos,Subsecretaría Legal,A347,1,0,0,,
A348,A701,Dirección General de Asuntos Militares para la Defensa,Subsecretaría de Planeamiento Estratégico y Política Militar,A348,1,0,0,,
A349,A788,Dirección General de Asuntos Prioritarios,Unidad Gabinete de Asesores,A349,1,0,0,,
A350,A638,Dirección General de Audiencias,Subsecretaría de Asuntos Presidenciales,A350,1,0,0,,
A351,A638,Dirección General de Ceremonial,Subsecretaría de Asuntos Presidenciales,A351,1,0,0,,
A352,A788,"Dirección General de Comunicación, Prensa y Ceremonial",Unidad Gabinete de Asesores,A352,1,0,0,,
A353,A568,Dirección General de Coordinación e Información de Gestión,Secretaría de Comunicación y Medios,A353,1,0,0,,
A354,A568,Dirección General de Coordinación Institucional de Medios,Secretaría de Comunicación y Medios,A354,1,0,0,,
A355,A638,Dirección General de Gestión de la Documentación,Subsecretaría de Asuntos Presidenciales,A355,1,0,0,,
A356,A788,Dirección General de Gestión y Seguimiento Ministerial,Unidad Gabinete de Asesores,A356,1,0,0,,
A357,A703,Dirección General de Inversiones para la Defensa,Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,A357,1,0,0,,
A358,A48,Dirección General de Logística,Casa Militar,A358,1,0,0,,
A359,A788,Dirección General de Planeamiento Estratégico,Unidad Gabinete de Asesores,A359,1,0,0,,
A360,A788,"Dirección General de Planificación Estratégica, Análisis Normativo y Procesos de Gestión",Unidad Gabinete de Asesores,A360,1,0,0,,
A361,A788,Dirección General de Prensa y Comunicación,Unidad Gabinete de Asesores,A361,1,0,0,,
A362,A669,Dirección General de Presupuesto,Subsecretaría de Gestión Administrativa,A362,1,0,0,,
A363,A681,Dirección General de Programas de Gobierno,Subsecretaría de Gestión Institucional,A363,1,0,0,,
A364,A647,Dirección General de Recursos Humanos,Subsecretaría de Coordinación Administrativa,A364,1,0,0,,
A365,A669,Dirección General de Recursos Humanos,Subsecretaría de Gestión Administrativa,A365,1,0,0,,
A366,A788,Dirección General de Relaciones Institucionales,Unidad Gabinete de Asesores,A366,1,0,0,,
A367,A569,Dirección General de Tecnología de la Información,Secretaría de Coordinación Administrativa,A367,1,0,0,,
A368,A647,Dirección General de Tecnología Informática y Telecomunicaciones,Subsecretaría de Coordinación Administrativa,A368,1,0,0,,
A369,A669,Dirección General de Tecnologías de la Información y las Telecomunicaciones,Subsecretaría de Gestión Administrativa,A369,1,0,0,,
A370,A746,Dirección General de Transmisiones Presidenciales,Subsecretaría de Vocería y Comunicación de Gobierno,A370,1,0,0,,
A371,A639,Dirección General del Registro de la Propiedad Inmueble de la Capital Federal,Subsecretaría de Asuntos Registrales,A371,1,0,0,,
A372,A695,Dirección Nacional de Análisis Técnico y Lucha contra el Narcotráfico,Subsecretaría de Lucha contra el Narcotráfico,A372,1,0,0,,
A373,A564,Dirección Nacional de Apoyo Federal a Emergencias,Secretaría de Articulación Federal,A373,1,0,0,,
A374,A277,"Dirección Nacional de Apoyo, Análisis Técnico y Litigio",Dirección de Investigaciones,A374,1,0,0,,
A375,A720,Dirección Nacional de Articulación Federal,Subsecretaría de Programación Federal y Articulación Legislativa,A375,1,0,0,,
A376,A724,Dirección Nacional de Asistencia a Personas Víctimas de Violencia Institucional y Discriminación,Subsecretaría de Promoción de Derechos Humanos,A376,1,0,0,Ministerio de Justicia y Derechos Humanos,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo"
A377,A707,Dirección Nacional de Asistencia Técnica y Apoyo a las Justicias Provinciales y de la Ciudad Autónoma de Buenos Aires,Subsecretaría de Política Criminal,A377,1,0,0,,
A378,A542,Dirección Nacional de Asuntos Estratégicos,Oficina Anticorrupción,A378,1,0,0,,
A379,A592,Dirección Nacional de Asuntos Internacionales,Secretaría de Justicia,A379,1,0,0,,
A380,A557,Dirección Nacional de Asuntos Judiciales,Procuración del Tesoro de la Nación,A380,1,0,0,,
A381,A726,Dirección Nacional de Asuntos Jurídicos Internacionales en Derechos Humanos,Subsecretaría de Protección de Derechos Humanos,A381,1,0,0,,
A382,A726,Dirección Nacional de Asuntos Jurídicos Nacionales de Derechos Humanos,Subsecretaría de Protección de Derechos Humanos,A382,1,0,0,,
A383,A557,Dirección Nacional de Asuntos y Controversias Internacionales,Procuración del Tesoro de la Nación,A383,1,0,0,,
A384,A627,Dirección Nacional de Atención Integral a las Víctimas y Acceso a la Justicia,Subsecretaría de Acceso a la Justicia,A384,1,0,0,,
A385,A557,Dirección Nacional de Auditoría,Procuración del Tesoro de la Nación,A385,1,0,0,,
A386,A788,Dirección Nacional de Bienestar,Unidad Gabinete de Asesores,A386,1,0,0,,
A387,A746,Dirección Nacional de Comunicación Digital de la Presidencia de la Nación,Subsecretaría de Vocería y Comunicación de Gobierno,A387,1,0,0,,
A388,A746,Dirección Nacional de Contenidos Audiovisuales e Imagen Institucional de Gobierno,Subsecretaría de Vocería y Comunicación de Gobierno,A388,1,0,0,,
A389,A692,Dirección Nacional de Control de Fronteras e Hidrovías,Subsecretaría de Intervención Federal,A389,1,0,0,,
A390,A788,Dirección Nacional de Cooperación Internacional,Unidad Gabinete de Asesores,A390,1,0,0,,
A391,A568,Dirección Nacional de Coordinación de Señales y Plan Estratégico Audiovisual,Secretaría de Comunicación y Medios,A391,1,0,0,,
A392,A580,Dirección Nacional de Coordinación Estratégica y Planificación Federal,Secretaría de Derechos Humanos,A392,1,0,0,,
A393,A580,Dirección Nacional de Derecho a la Identidad,Secretaría de Derechos Humanos,A393,1,0,0,,
A394,A557,Dirección Nacional de Dictámenes,Procuración del Tesoro de la Nación,A394,1,0,0,,
A395,A659,Dirección Nacional de Estadística Criminal,Subsecretaría de Despliegue Territorial,A395,1,0,0,,
A396,A568,Dirección Nacional de Estudios de la Gestión Gubernamental,Secretaría de Comunicación y Medios,A396,1,0,0,,
A397,A292,Dirección Nacional de Ética Pública,Dirección de Planificación de Políticas de Transparencia,A397,1,0,0,,
A398,A584,Dirección Nacional de Formación,Secretaría de Estrategia y Asuntos Militares,A398,1,0,0,,
A399,A606,Dirección Nacional de Formación y Desarrollo Profesional,Secretaría de Seguridad,A399,1,0,0,Ministerio de Desarrollo Productivo,Ministerio de Desarrollo Productivo
A400,A693,Dirección Nacional de Gestión de Bases de Datos de Seguridad,Subsecretaría de Investigación Criminal,A400,1,0,0,,
A401,A26,Dirección Nacional de Gestión de Fondos Documentales,Archivo Nacional de la Memoria,A401,1,0,0,,
A402,A566,Dirección Nacional de Gestión de la Cooperación Internacional para la Defensa,Secretaría de Asuntos Internacionales para la Defensa,A402,1,0,0,,
A403,A788,Dirección Nacional de Inteligencia Criminal,Unidad Gabinete de Asesores,A403,1,0,0,,
A404,A532,Dirección Nacional de Inteligencia Estratégica Militar,Ministerio de Defensa,A404,1,0,0,,
A405,A591,"Dirección Nacional de Investigación, Desarrollo, Innovación y Transferencia para la Defensa","Secretaría de Investigación, Política Industrial y Producción para la Defensa",A405,1,0,0,,
A406,A693,Dirección Nacional de Investigaciones de Delitos de Trata y contra la Integridad Sexual,Subsecretaría de Investigación Criminal,A406,1,0,0,,
A407,A693,Dirección Nacional de Investigaciones de Delitos Federales,Subsecretaría de Investigación Criminal,A407,1,0,0,,
A408,A695,Dirección Nacional de Investigaciones del Narcotráfico,Subsecretaría de Lucha contra el Narcotráfico,A408,1,0,0,,
A409,A277,Dirección Nacional de Investigaciones y Fiscalización,Dirección de Investigaciones,A409,1,0,0,,
A410,A557,Dirección Nacional de la Escuela del Cuerpo de Abogados del Estado,Procuración del Tesoro de la Nación,A410,1,0,0,,
A411,A569,Dirección Nacional de Logística y Equipamiento Federal,Secretaría de Coordinación Administrativa,A411,1,0,0,,
A412,A639,Dirección Nacional de los Registros Nacionales de la Propiedad del Automotor y de Créditos Prendarios (DNRPA),Subsecretaría de Asuntos Registrales,A412,1,0,0,,
A413,A594,Dirección Nacional de Lucha contra el Crimen Organizado Transnacional,Secretaría de Lucha contra el Narcotráfico y la Criminalidad Organizada,A413,1,0,0,,
A414,A614,Dirección Nacional de Marca País,Secretaría General de la Presidencia de la Nación,A414,1,0,0,,
A415,A627,Dirección Nacional de Mediación y Métodos Participativos de Resolución de Conflictos,Subsecretaría de Acceso a la Justicia,A415,1,0,0,,
A416,A800,Dirección Nacional de Migraciones,Vicejefatura de Gabinete del Interior,A416,1,116818000000,5626,Ministerio del Interior,Dirección Nacional de Migraciones
A417,A624,Dirección Nacional de Modernización del Sistema y de la Arquitectura Penitenciaria,Servicio Penitenciario Federal,A417,1,0,0,,
A418,A788,Dirección Nacional de Normativa y Relaciones con los Poderes Judiciales y los Ministerios Públicos,Unidad Gabinete de Asesores,A418,1,0,0,,
A419,A659,Dirección Nacional de Operaciones y Despliegue Territorial,Subsecretaría de Despliegue Territorial,A419,1,0,0,,
A420,A703,Dirección Nacional de Planeamiento Operativo para la Defensa,Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,A420,1,0,0,,
A421,A701,Dirección Nacional de Planeamiento y Estrategia para la Defensa,Subsecretaría de Planeamiento Estratégico y Política Militar,A421,1,0,0,,
A422,A591,Dirección Nacional de Planes y Programas para la Industria y Producción de la Defensa,"Secretaría de Investigación, Política Industrial y Producción para la Defensa",A422,1,0,0,,
A423,A705,"Dirección Nacional de Planificación Estratégica, Patrimonio e Infraestructura Edilicia",Subsecretaría de Planificación General,A423,1,0,0,,
A424,A692,Dirección Nacional de Planificación y Gestión de los Animales de Apoyo Profesional,Subsecretaría de Intervención Federal,A424,1,0,0,,
A425,A746,Dirección Nacional de Planificación y Seguimiento,Subsecretaría de Vocería y Comunicación de Gobierno,A425,1,0,0,,
A426,A707,Dirección Nacional de Política Criminal en Materia de Justicia y Legislación Penal,Subsecretaría de Política Criminal,A426,1,0,0,,
A427,A566,Dirección Nacional de Política Internacional para la Defensa,Secretaría de Asuntos Internacionales para la Defensa,A427,1,0,0,,
A428,A695,Dirección Nacional de Precursores Químicos,Subsecretaría de Lucha contra el Narcotráfico,A428,1,0,0,,
A429,A692,Dirección Nacional de Prevención del Delito y las Violencias,Subsecretaría de Intervención Federal,A429,1,0,0,,
A430,A704,Dirección Nacional de Prevención y Articulación Federal ante Desastres y Emergencias,Subsecretaría de Planeamiento y Coordinación Ejecutiva en Emergencias,A430,1,0,0,,
A431,A724,"Dirección Nacional de Promoción, Prevención y Formación",Subsecretaría de Promoción de Derechos Humanos,A431,1,0,0,,
A432,A746,Dirección Nacional de Publicidad Oficial,Subsecretaría de Vocería y Comunicación de Gobierno,A432,1,0,0,,
A433,A624,Dirección Nacional de Reinserción Social,Servicio Penitenciario Federal,A433,1,0,0,,
A434,A592,Dirección Nacional de Relaciones con el Poder Judicial,Secretaría de Justicia,A434,1,0,0,,
A435,A592,Dirección Nacional de Relaciones con la Comunidad Académica y la Sociedad Civil,Secretaría de Justicia,A435,1,0,0,,
A436,A681,Dirección Nacional de Relaciones Institucionales y Asuntos Políticos,Subsecretaría de Gestión Institucional,A436,1,0,0,,
A437,A705,Dirección Nacional de Seguimiento Operativo y Gestión,Subsecretaría de Planificación General,A437,1,0,0,,
A438,A564,Dirección Nacional de Seguridad Ciudadana,Secretaría de Articulación Federal,A438,1,0,0,,
A439,A557,Dirección Nacional de Sumarios e Investigaciones Administrativas,Procuración del Tesoro de la Nación,A439,1,0,0,,
A440,A659,Dirección Nacional de Transformación Institucional,Subsecretaría de Despliegue Territorial,A440,1,0,0,,
A441,A788,Dirección Nacional de Transparencia e Integridad,Unidad Gabinete de Asesores,A441,1,0,0,,
A442,A610,Dirección Nacional de Vialidad,Secretaría de Transporte,A442,1,1016574000000,3700,Ministerio de Obras Públicas,Dirección Nacional de Vialidad
A443,A746,Dirección Nacional de Vocería y Comunicación Directa,Subsecretaría de Vocería y Comunicación de Gobierno,A443,1,0,0,,
A444,A639,Dirección Nacional del Derecho de Autor,Subsecretaría de Asuntos Registrales,A444,1,0,0,,
A445,A788,Dirección Nacional del Programa Nacional de Protección a Testigos e Imputados,Unidad Gabinete de Asesores,A445,1,0,0,,
A446,A639,Dirección Nacional del Registro Nacional de Bienes Secuestrados y Decomisados durante el Proceso Penal,Subsecretaría de Asuntos Registrales,A446,1,0,0,,
A447,A639,Dirección Nacional del Registro Nacional de Empresas y Trabajadores de Control de Admisión y Permanencia (RENCAP),Subsecretaría de Asuntos Registrales,A447,1,0,0,,
A448,A639,Dirección Nacional del Registro Nacional de Reincidencia,Subsecretaría de Asuntos Registrales,A448,1,0,0,,
A449,A639,Dirección Nacional del Registro Único de Aspirantes a Guarda con Fines Adoptivos,Subsecretaría de Asuntos Registrales,A449,1,0,0,,
A450,A592,Dirección Nacional del Sistema Argentino de Información Jurídica,Secretaría de Justicia,A450,1,0,0,,
A451,A292,Dirección Nacional del Sistema de Declaraciones Juradas,Dirección de Planificación de Políticas de Transparencia,A451,1,0,0,,
A452,A788,Dirección Operativa,Unidad Gabinete de Asesores,A452,1,0,0,,
A453,A387,Dirección Operativa de Comunicación Digital de la Presidencia de la Nación,Dirección Nacional de Comunicación Digital de la Presidencia de la Nación,A453,1,0,0,,
A454,A538,Dirección Operativa del Comité Ejecutivo para la Lucha contra la Trata y Explotación de Personas y para la Protección y Asistencia a las Víctimas,Ministerio de Seguridad,A454,1,0,0,,
A455,A568,Dirección para la Integración en la Gestión de Contenidos Federales,Secretaría de Comunicación y Medios,A455,1,0,0,,
A456,A412,Dirección Técnica,Dirección Nacional de los Registros Nacionales de la Propiedad del Automotor y de Créditos Prendarios (DNRPA),A456,1,0,0,,
A457,A590,División de Asuntos Internos - DAI,Secretaría de Inteligencia de Estado,A457,1,0,0,,
A458,A48,Edecanes,Casa Militar,A458,1,0,0,,
A459,A582,EDUC.AR S.E.,Secretaría de Educación,A459,1,0,0,,
A460,A610,Empresa Argentina de Navegación Aérea S.A.,Secretaría de Transporte,A460,1,0,0,,
A461,A589,Empresa Argentina de Soluciones Satelitales - ARSAT S.A.,"Secretaría de Innovación, Ciencia y Tecnología",A461,1,0,0,,
A462,A583,Energía Argentina S.A.,Secretaría de Energía,A462,1,0,0,,
A463,A611,Ente Nacional de Alto Rendimiento Deportivo,"Secretaría de Turismo, Ambiente y Deportes",A463,1,0,0,,
A464,A589,Ente Nacional de Comunicaciones,"Secretaría de Innovación, Ciencia y Tecnología",A464,1,58423000000,1264,Jefatura de Gabinete de Ministros,Ente Nacional de Comunicaciones
